Id_Externo__c,Lote_M2__c,Valor_Total__c,Cuota_Entrada__c,Ubicacion__c,Asesor_Comercial__c,Cuenta__r.Id_Externo__c,Grupo_de_Venta__c,Nombre_del_Proyecto__c,Pagos_Vencidos__c,Modelo_Casa__c,Plantas__c,Estado_Contrato__c,Categoria_Producto__c
2428,129,14931,1941.03,Santo Domingo,Maria Jose,5a0ab0be-cdfd-4173-a787-28106e69b73b,Equipo 1,Ciudad Celeste,5,Marinella,3,RESCILIADO,VILLA
2429,110,49143,6880.02,Quito,Maria Fernanda,4ac0cfb3-f6ec-42bf-9b07-485e7ae03a02,Equipo 3,Playa Arenas,0,Marinella,3,PAGO,VILLA
2430,140,92366,5541.96,Cuenca,Maria Jose,c843b8a5-63c0-4e5f-87f7-2e6e02b51052,Equipo 3,Ciudad Celeste,0,Marinella,1,PAGO,DEPARTAMENTO
2431,61,158775,17465.25,Santo Domingo,Juan Carlos,1a744ac9-98d6-4c30-99bc-d247ac606b37,Equipo 2,Ciudad Celeste,5,Acqua,1,PAGO,DEPARTAMENTO
2432,57,48520,5337.2,Guayaquil,Maria Fernanda,323bd4e1-2c44-49b4-8dfa-cd0d8f6dc37b,Equipo 3,Playa Arenas,1,Spiaggia,2,PAGO,DEPARTAMENTO
2433,167,24948,3742.2,Machala,Maria Jose,01b8677b-521e-46a0-bd1f-b5fc816b839f,Equipo 1,Playa Arenas,0,Isola,3,PAGO,DEPARTAMENTO
2434,199,191743,28761.45,Quito,Maria Jose,f4b3de06-2a00-44b2-a842-fc78a886f3fd,Equipo 3,Ciudad Celeste,0,Isola,3,PAGO,DEPARTAMENTO
2435,45,222382,26685.84,Quito,Maria Jose,dc6085a2-a109-4181-b04e-d2516e1334dd,Equipo 2,Ciudad Celeste,0,Ventto,1,RESCILIADO,VILLA
2436,48,130602,14366.22,Cuenca,Carlos,d43e3c06-e770-4b9d-bc77-63257ef975a8,Equipo 2,Ciudad Celeste,2,Acqua,1,PAGO,VILLA
2437,140,126659,11399.31,Santo Domingo,Carlos,eea482b9-fd8f-4a8b-a542-3535e08285ae,Equipo 2,Ciudad Celeste,3,Notte,2,PAGO,VILLA
2438,189,148142,11851.36,Cuenca,Miguel Angel,f83543d0-3fe7-4d32-a4e1-147229c4bd7b,Equipo 3,Ciudad Celeste,3,Marinella,3,RESCILIADO,DEPARTAMENTO
2439,58,241709,29005.08,Quito,Maria Carmen,93aa6ced-cba7-4e44-b026-3f7263643c95,Equipo 2,Parque Azul,1,Notte,3,RESCILIADO,DEPARTAMENTO
2440,166,85217,8521.7,Quito,Juan Carlos,c426d35a-fb12-4ec8-aa1c-2518d194f25c,Equipo 1,Parque Azul,2,Isola,1,PAGO,VILLA
2441,77,51593,7223.02,Cuenca,Juan Carlos,8c48b843-e6a2-460b-8035-1f4d2a93406b,Equipo 2,Parque Azul,4,Marinella,2,RESCILIADO,VILLA
2442,99,16181,1456.29,Cuenca,Maria Jose,7f310f86-e01d-466b-99f4-e90b7ae3b8a9,Equipo 3,Ciudad Celeste,4,Ventto,1,PAGO,DEPARTAMENTO
2443,177,96437,6750.59,Quito,Maria Carmen,90d320ea-92fc-4a2d-adc0-34e11e3c8276,Equipo 1,Playa Arenas,3,Notte,1,PAGO,DEPARTAMENTO
2444,55,244095,12204.75,Santo Domingo,Juan Carlos,c8da045a-911a-4800-a287-54be4a5136a5,Equipo 2,Parque Azul,4,Spiaggia,2,RESCILIADO,VILLA
2445,122,24039,3605.85,Machala,Miguel Angel,5e56ce61-3d92-45bb-afe4-9d43017aff48,Equipo 1,Playa Arenas,3,Ventto,1,PAGO,DEPARTAMENTO
2446,167,127213,6360.65,Quito,Juan Carlos,b2b058e4-1e74-4875-a50a-b758a9d107ad,Equipo 3,Parque Azul,2,Acqua,1,PAGO,VILLA
2447,199,138590,16630.8,Naranjito,Carlos,339f3ca0-01e3-4b7f-be5f-a79ba8a5aa83,Equipo 2,Playa Arenas,4,Isola,3,RESCILIADO,DEPARTAMENTO
2448,39,53005,4770.45,Machala,Maria Carmen,3e195c87-3e69-4e64-9371-f5a74ad85e17,Equipo 2,Parque Azul,5,Spiaggia,2,PAGO,VILLA
2449,58,132059,9244.13,Cuenca,Maria Fernanda,6f93bfcf-8b18-4c68-bb64-bb5f91b2764b,Equipo 2,Playa Arenas,2,Spiaggia,2,PAGO,VILLA
2450,103,120894,13298.34,Guayaquil,Juan Carlos,d981f3e1-ff9b-4021-b667-ce44c90ff76a,Equipo 1,Parque Azul,3,Spiaggia,1,PAGO,VILLA
2451,198,217919,26150.28,Quito,Maria Fernanda,e7e210fa-84b1-4353-83f3-795aae22b899,Equipo 1,Playa Arenas,1,Ventto,3,PAGO,VILLA
2452,179,103442,14481.88,Naranjito,Miguel Angel,7675d24d-84c1-4db2-ad06-d0505087a451,Equipo 2,Ciudad Celeste,1,Notte,2,PAGO,DEPARTAMENTO
2453,42,217417,28264.21,Machala,Maria Jose,e27c552d-0f6b-4d15-9fde-763be2f1e928,Equipo 1,Playa Arenas,4,Marinella,2,PAGO,DEPARTAMENTO
2454,109,43046,3013.22,Santo Domingo,Miguel Angel,dfe8338a-8f8e-48df-b39c-b1b1fffc68ec,Equipo 3,Playa Arenas,4,Notte,1,PAGO,DEPARTAMENTO
2455,131,214143,25697.16,Naranjito,Maria Jose,80f39f6c-df91-4802-9121-af3709a7421f,Equipo 2,Playa Arenas,4,Acqua,2,PAGO,DEPARTAMENTO
2456,55,197014,27581.96,Guayaquil,Maria Jose,0d1727bf-bfc9-4e28-83ac-97df73efd180,Equipo 2,Parque Azul,1,Isola,1,PAGO,DEPARTAMENTO
2457,187,57183,4002.81,Guayaquil,Maria Jose,a1104e82-11ab-45a5-aca2-e332bf68c480,Equipo 1,Parque Azul,1,Marinella,2,PAGO,VILLA
2458,101,105245,13681.85,Guayaquil,Miguel Angel,ee2e5965-ac90-45f1-9901-3d364e450c7e,Equipo 3,Playa Arenas,5,Ventto,2,PAGO,DEPARTAMENTO
2459,71,110755,6645.3,Machala,Miguel Angel,0d8a0b4b-9c84-4763-bb8a-504d88745498,Equipo 3,Parque Azul,3,Marinella,2,PAGO,DEPARTAMENTO
2460,54,236149,18891.92,Quito,Maria Jose,bffbb53a-52c1-4920-a37f-736843a402bd,Equipo 2,Ciudad Celeste,3,Marinella,2,PAGO,VILLA
2461,91,231285,18502.8,Guayaquil,Maria Jose,d8b2f266-0838-487f-bc40-ff0eb0086076,Equipo 2,Playa Arenas,2,Isola,2,PAGO,VILLA
2462,180,189170,20808.7,Cuenca,Maria Jose,b6fbe2b9-2f4c-4583-a689-9316ffe5a239,Equipo 3,Ciudad Celeste,5,Notte,3,PAGO,DEPARTAMENTO
2463,149,229487,20653.83,Machala,Miguel Angel,b24479b6-4000-45df-8883-2a6995a44e90,Equipo 2,Playa Arenas,4,Marinella,3,RESCILIADO,VILLA
2464,191,139200,8352,Guayaquil,Maria Fernanda,71e082d8-9f71-4eac-9a07-e661a5040e66,Equipo 1,Playa Arenas,4,Spiaggia,2,PAGO,DEPARTAMENTO
2465,51,49884,7482.6,Quito,Carlos,22386c69-3b92-421a-9181-e71874079dbd,Equipo 2,Parque Azul,4,Acqua,2,RESCILIADO,DEPARTAMENTO
2466,151,71821,5745.68,Cuenca,Carlos,1a278740-8741-4054-931d-18aa3a1883b7,Equipo 2,Ciudad Celeste,2,Isola,1,PAGO,DEPARTAMENTO
2467,83,86884,12163.76,Naranjito,Carlos,577c0aa6-dd10-4e6e-b9c1-5237aba12be3,Equipo 1,Parque Azul,0,Marinella,2,RESCILIADO,VILLA
2468,69,135444,8126.64,Santo Domingo,Carlos,85b1bb73-2661-4b6e-90cc-ae9b0a62a103,Equipo 1,Ciudad Celeste,0,Acqua,2,PAGO,DEPARTAMENTO
2469,129,84601,10998.13,Santo Domingo,Miguel Angel,0b7c8d96-69b1-416a-8023-2d8e3af5d77d,Equipo 3,Ciudad Celeste,4,Marinella,3,RESCILIADO,VILLA
2470,158,42477,3822.93,Santo Domingo,Miguel Angel,5a70ca9d-3f81-4a5d-ade4-4382cadbdaf6,Equipo 3,Playa Arenas,5,Isola,2,PAGO,DEPARTAMENTO
2471,190,228812,20593.08,Guayaquil,Miguel Angel,e7c46ff8-fb8e-40fd-85b5-20a31b84f986,Equipo 3,Ciudad Celeste,4,Marinella,2,RESCILIADO,VILLA
2472,156,141239,12711.51,Santo Domingo,Carlos,b6019b6a-263b-4ab2-ab78-ddfe6fd91de8,Equipo 2,Parque Azul,3,Ventto,2,RESCILIADO,DEPARTAMENTO
2473,129,216863,10843.15,Machala,Miguel Angel,78295676-4fc8-4c58-8ea3-72ff6492879d,Equipo 3,Parque Azul,0,Isola,3,PAGO,VILLA
2474,85,90960,10005.6,Quito,Carlos,460b5069-d190-4e11-9f3a-15160182312c,Equipo 1,Playa Arenas,1,Acqua,2,PAGO,DEPARTAMENTO
2475,56,198514,13895.98,Cuenca,Maria Jose,fea20e1d-6926-4da8-bffb-1f18a4e39075,Equipo 3,Playa Arenas,5,Marinella,2,PAGO,VILLA
2476,99,217665,21766.5,Quito,Miguel Angel,9f2449d3-fdd0-4e9b-920f-150137a53778,Equipo 1,Ciudad Celeste,5,Isola,1,PAGO,DEPARTAMENTO
2477,111,186461,13052.27,Quito,Maria Jose,10097c7f-b251-4238-aa41-2528174e3d4b,Equipo 1,Ciudad Celeste,4,Spiaggia,3,PAGO,DEPARTAMENTO
2478,103,48569,5342.59,Guayaquil,Miguel Angel,8d6c63bc-ce9f-4183-aa88-c73af7850377,Equipo 1,Playa Arenas,3,Acqua,2,PAGO,VILLA
2479,169,67079,8049.48,Machala,Juan Carlos,45fd4cef-7c4d-4d10-b1bc-543b284882ce,Equipo 2,Parque Azul,1,Ventto,1,RESCILIADO,VILLA
2480,190,225363,13521.78,Naranjito,Maria Jose,197f976d-5677-40d2-b606-945fc7228688,Equipo 1,Parque Azul,5,Isola,2,RESCILIADO,VILLA
2481,131,246550,32051.5,Quito,Maria Fernanda,7f9efb3f-6e3a-4006-b356-ba778edff107,Equipo 3,Playa Arenas,3,Isola,1,PAGO,VILLA
2482,156,12429,1615.77,Machala,Maria Jose,aae10acf-2c01-4ce7-beb2-94ba06388318,Equipo 3,Parque Azul,3,Isola,3,RESCILIADO,VILLA
2483,72,129871,9090.97,Machala,Miguel Angel,7193da14-f11c-4d52-9e48-8df26fa174de,Equipo 2,Ciudad Celeste,4,Notte,2,RESCILIADO,VILLA
2484,170,142875,14287.5,Naranjito,Carlos,eabc0371-beec-42ac-81f1-bea9aefe4b57,Equipo 1,Parque Azul,5,Acqua,3,RESCILIADO,DEPARTAMENTO
2485,49,209290,16743.2,Machala,Carlos,f60b0914-bf3a-4ca0-a987-953446276670,Equipo 2,Ciudad Celeste,0,Isola,3,PAGO,DEPARTAMENTO
2486,170,67948,6794.8,Cuenca,Miguel Angel,6ce26eab-8787-4941-b088-67b04b21dee6,Equipo 3,Ciudad Celeste,5,Marinella,1,PAGO,DEPARTAMENTO
2487,77,155016,7750.8,Machala,Juan Carlos,f041ba1b-cb29-4b8d-a139-a78fe5221cc3,Equipo 2,Playa Arenas,2,Notte,1,PAGO,DEPARTAMENTO
2488,188,92071,7365.68,Santo Domingo,Carlos,08747e56-e99b-4ec0-9f34-b3a987530e96,Equipo 3,Playa Arenas,5,Notte,1,PAGO,DEPARTAMENTO
2489,103,51033,4082.64,Naranjito,Maria Fernanda,02225bd1-c32b-466b-9114-b6198ca9115b,Equipo 3,Ciudad Celeste,4,Marinella,3,RESCILIADO,VILLA
2490,184,8933,714.64,Quito,Carlos,8754a999-41f0-4f6b-9ff9-915d89bf0ff2,Equipo 1,Playa Arenas,1,Ventto,3,PAGO,VILLA
2491,141,177748,10664.88,Santo Domingo,Carlos,ab3c7af1-a059-4b40-9ee2-46edd517314e,Equipo 2,Playa Arenas,1,Ventto,3,PAGO,DEPARTAMENTO
2492,34,10939,1312.68,Guayaquil,Maria Fernanda,87103891-77fc-4515-a4cc-6cff45ef7b72,Equipo 2,Playa Arenas,3,Ventto,1,PAGO,VILLA
2493,33,59761,4183.27,Guayaquil,Maria Carmen,84efe933-0a67-46fd-b869-e64ad630e3d3,Equipo 1,Ciudad Celeste,4,Spiaggia,1,RESCILIADO,VILLA
2494,74,62277,6227.7,Guayaquil,Miguel Angel,798bead4-77ca-4bab-b648-7de4354a8770,Equipo 2,Parque Azul,3,Spiaggia,3,RESCILIADO,DEPARTAMENTO
2495,98,208551,22940.61,Naranjito,Carlos,1ad38c1d-047c-47a3-b259-ebc45a246bd9,Equipo 2,Playa Arenas,2,Notte,3,RESCILIADO,VILLA
2496,118,144199,10093.93,Naranjito,Maria Jose,2ab38b16-8374-4c0f-86c5-22b358f77de2,Equipo 3,Ciudad Celeste,3,Acqua,1,PAGO,VILLA
2497,198,248831,17418.17,Santo Domingo,Maria Jose,b209e84b-6518-4515-b65e-a94a5b141b56,Equipo 3,Ciudad Celeste,4,Notte,2,PAGO,DEPARTAMENTO
2498,76,56432,2821.6,Cuenca,Maria Fernanda,62ed0dd2-c037-4bc2-89e1-dbca7d90071d,Equipo 2,Ciudad Celeste,4,Ventto,3,RESCILIADO,DEPARTAMENTO
2499,76,249715,17480.05,Naranjito,Juan Carlos,d69a0033-d1ce-414a-8a46-f96a3e9773b3,Equipo 2,Ciudad Celeste,0,Acqua,2,PAGO,DEPARTAMENTO
2500,104,34950,3145.5,Santo Domingo,Maria Jose,4067edc4-1dab-4c35-8d84-8eab0dc8a9d2,Equipo 1,Parque Azul,2,Acqua,2,PAGO,DEPARTAMENTO
2501,111,75261,6020.88,Machala,Maria Carmen,3308d251-1d29-4839-8b47-acf41a52e463,Equipo 3,Ciudad Celeste,0,Notte,1,PAGO,DEPARTAMENTO
2502,126,84448,10978.24,Quito,Carlos,b3762248-b5a4-4e58-9741-5e5ed8bbc6aa,Equipo 2,Ciudad Celeste,0,Acqua,1,PAGO,DEPARTAMENTO
2503,61,173744,20849.28,Cuenca,Maria Carmen,8c24adad-8fb8-4d7a-9e28-5fbd9dfe0e03,Equipo 3,Ciudad Celeste,5,Ventto,2,PAGO,DEPARTAMENTO
2504,36,206186,20618.6,Santo Domingo,Maria Carmen,5c17f2a7-7962-4bcd-a51e-4270e08ed2e2,Equipo 3,Ciudad Celeste,5,Isola,3,PAGO,VILLA
2505,116,73815,5905.2,Guayaquil,Maria Fernanda,d4b0423a-fc82-4070-b80d-82658ef2f503,Equipo 3,Parque Azul,3,Spiaggia,2,PAGO,DEPARTAMENTO
2506,40,164413,23017.82,Guayaquil,Miguel Angel,146f8b01-26cb-44a1-95cf-27dd4aaab513,Equipo 3,Parque Azul,3,Isola,3,RESCILIADO,VILLA
2507,118,133018,9311.26,Cuenca,Maria Fernanda,61d3dcfe-1691-4044-8c3d-a35821c916e7,Equipo 3,Ciudad Celeste,0,Isola,2,PAGO,DEPARTAMENTO
2508,31,93023,8372.07,Guayaquil,Carlos,c2154bfc-57bc-40f3-80b4-d7bc44ac0e03,Equipo 1,Playa Arenas,4,Notte,2,PAGO,VILLA
2509,122,61510,5535.9,Quito,Miguel Angel,a21e3fb8-eadb-4a8b-b4dc-93edd25b5c2f,Equipo 1,Parque Azul,5,Acqua,1,PAGO,VILLA
2510,184,188294,16946.46,Machala,Carlos,4d8bcd5c-2f10-46e2-bd0d-108042217162,Equipo 1,Parque Azul,4,Isola,2,RESCILIADO,DEPARTAMENTO
2511,194,8034,482.04,Naranjito,Maria Fernanda,f9ef0cf8-2e45-42e0-ab63-0da3490dfec3,Equipo 1,Playa Arenas,3,Acqua,2,PAGO,VILLA
2512,48,202326,26302.38,Machala,Maria Jose,e56a4e8d-0643-40ef-9d47-87414681b9e5,Equipo 1,Parque Azul,3,Marinella,3,RESCILIADO,VILLA
2513,158,134758,16170.96,Santo Domingo,Maria Jose,c9219717-2223-40c1-ba6c-75332e91d8f2,Equipo 1,Ciudad Celeste,0,Marinella,3,RESCILIADO,DEPARTAMENTO
2514,79,59756,6573.16,Machala,Maria Fernanda,c980633c-6b06-43af-a3c7-04d707f5842f,Equipo 1,Ciudad Celeste,0,Ventto,2,PAGO,DEPARTAMENTO
2515,182,52421,3145.26,Cuenca,Carlos,d5200175-afab-429a-aafe-8c34eeb7a63b,Equipo 3,Parque Azul,3,Isola,2,PAGO,DEPARTAMENTO
2516,180,155333,20193.29,Naranjito,Maria Carmen,eccb46a1-d6da-43d1-9e82-93a52849715d,Equipo 3,Parque Azul,4,Notte,2,PAGO,VILLA
2517,76,165347,14881.23,Cuenca,Maria Carmen,1acb027f-be3f-4cf9-8f6a-587c9f276b1c,Equipo 1,Ciudad Celeste,5,Acqua,3,PAGO,DEPARTAMENTO
2518,36,182955,18295.5,Machala,Juan Carlos,8262b055-945b-461b-8103-da7a1fa555b9,Equipo 3,Ciudad Celeste,1,Isola,1,PAGO,VILLA
2519,117,33303,2331.21,Santo Domingo,Maria Jose,bab0b493-ba3c-4f8e-acd8-e459d5000b12,Equipo 1,Playa Arenas,1,Marinella,2,PAGO,VILLA
2520,107,131132,10490.56,Machala,Juan Carlos,827fa824-d0e4-42be-ae84-8f877a926760,Equipo 3,Ciudad Celeste,5,Acqua,2,PAGO,VILLA
2521,40,206087,20608.7,Guayaquil,Maria Carmen,6ed1362f-9c24-406d-9069-fe3fee12626e,Equipo 1,Ciudad Celeste,0,Notte,2,PAGO,VILLA
2522,126,183468,12842.76,Guayaquil,Maria Jose,8b766237-44ce-42de-9ced-52d28972767d,Equipo 1,Parque Azul,0,Notte,3,PAGO,VILLA
2523,30,118697,13056.67,Guayaquil,Carlos,785a4df7-b7a1-4abf-b871-5188ed0913ad,Equipo 1,Ciudad Celeste,5,Marinella,2,PAGO,DEPARTAMENTO
2524,164,62364,3118.2,Naranjito,Maria Jose,e5ddda17-5282-4e37-b44a-7b41b75e79cd,Equipo 3,Playa Arenas,4,Isola,2,PAGO,DEPARTAMENTO
2525,140,189872,17088.48,Cuenca,Maria Fernanda,1e60060d-4c6e-462c-9bd4-5140d9ab4434,Equipo 2,Parque Azul,0,Acqua,3,RESCILIADO,DEPARTAMENTO
2526,109,88616,9747.76,Santo Domingo,Maria Jose,ba8feb76-55d5-4e76-b72e-b868a3afb8c2,Equipo 2,Parque Azul,5,Isola,1,RESCILIADO,DEPARTAMENTO
2527,167,28767,2589.03,Machala,Carlos,dfdd19db-7d99-4fc9-9e38-2a8cf26a5a17,Equipo 3,Parque Azul,2,Notte,2,PAGO,VILLA
2528,75,211150,19003.5,Santo Domingo,Carlos,3e195c87-3e69-4e64-9371-f5a74ad85e17,Equipo 2,Parque Azul,2,Isola,2,PAGO,DEPARTAMENTO
2529,137,99659,8969.31,Cuenca,Carlos,e53b9e6e-3061-4c79-b87c-01abca961969,Equipo 2,Parque Azul,2,Acqua,3,RESCILIADO,VILLA
2530,133,108610,6516.6,Santo Domingo,Carlos,8929b620-af90-47cf-98b8-3a4486839788,Equipo 2,Playa Arenas,3,Acqua,3,PAGO,DEPARTAMENTO
2531,162,49620,7443,Quito,Miguel Angel,c6cfebde-2776-4127-9540-f5d37bf242fb,Equipo 1,Playa Arenas,0,Spiaggia,1,PAGO,DEPARTAMENTO
2532,94,207444,16595.52,Guayaquil,Carlos,5425e88c-0bd7-476e-880e-ecf054bea20b,Equipo 2,Ciudad Celeste,2,Marinella,1,RESCILIADO,DEPARTAMENTO
2533,153,204589,26596.57,Quito,Juan Carlos,34e816a5-1898-4ed0-a774-1dd6023534e3,Equipo 3,Parque Azul,0,Notte,3,PAGO,DEPARTAMENTO
2534,51,93508,6545.56,Naranjito,Maria Fernanda,191dd52c-25ae-4b34-94ab-0679d28bb629,Equipo 1,Parque Azul,3,Spiaggia,3,PAGO,DEPARTAMENTO
2535,40,29955,4193.7,Santo Domingo,Carlos,e91c5d6f-add4-4c31-8e2e-7132665aa286,Equipo 3,Playa Arenas,5,Ventto,2,RESCILIADO,DEPARTAMENTO
2536,101,21005,1260.3,Guayaquil,Maria Carmen,e2f54c3b-5bc4-4c0d-89f3-04d3a2086d0d,Equipo 1,Playa Arenas,4,Marinella,1,PAGO,DEPARTAMENTO
2537,101,226078,13564.68,Naranjito,Maria Carmen,f6740191-cb92-4b22-b8b7-819f5052427a,Equipo 1,Ciudad Celeste,4,Isola,1,RESCILIADO,VILLA
2538,142,248390,24839,Naranjito,Miguel Angel,2a6cdca8-22b3-434d-b9a4-04c4a4429039,Equipo 3,Parque Azul,3,Isola,2,RESCILIADO,VILLA
2539,61,205481,10274.05,Quito,Carlos,24007a65-7688-44f7-bdf2-2734133ef609,Equipo 3,Playa Arenas,0,Spiaggia,2,PAGO,VILLA
2540,53,130712,16992.56,Guayaquil,Maria Carmen,5414e9d8-25e0-4b80-a179-06e3b9e84458,Equipo 3,Ciudad Celeste,4,Ventto,2,PAGO,DEPARTAMENTO
2541,182,50053,3003.18,Quito,Carlos,12972d92-67a4-49f8-b237-2feac216bf9e,Equipo 3,Playa Arenas,2,Acqua,2,PAGO,VILLA
2542,169,193269,25124.97,Guayaquil,Maria Carmen,698d9b3c-7ee4-4247-a28b-180e9d1a5b6b,Equipo 2,Parque Azul,4,Acqua,1,RESCILIADO,DEPARTAMENTO
2543,184,202235,16178.8,Cuenca,Maria Fernanda,10e9dd91-d594-4870-84f6-847dee22f67e,Equipo 1,Ciudad Celeste,3,Notte,1,PAGO,DEPARTAMENTO
2544,49,141936,9935.52,Cuenca,Miguel Angel,4c2dcfc9-76d8-4a12-a20d-3a7a04c2ace9,Equipo 2,Parque Azul,2,Acqua,3,PAGO,DEPARTAMENTO
2545,182,219636,13178.16,Cuenca,Maria Carmen,f94b12e6-b8ac-4644-9b50-f0c18ccad207,Equipo 1,Parque Azul,2,Acqua,3,PAGO,DEPARTAMENTO
2546,175,75695,10597.3,Naranjito,Maria Carmen,45ea8502-0aff-4bb7-a00f-b2d8d4c4adc3,Equipo 2,Parque Azul,5,Spiaggia,1,RESCILIADO,DEPARTAMENTO
2547,120,181833,21819.96,Santo Domingo,Carlos,b92ae2c4-58ed-4499-9119-052149583b37,Equipo 2,Playa Arenas,5,Notte,1,RESCILIADO,VILLA
2548,191,106144,10614.4,Naranjito,Miguel Angel,8d6c63bc-ce9f-4183-aa88-c73af7850377,Equipo 2,Ciudad Celeste,1,Notte,1,PAGO,DEPARTAMENTO
2549,89,111853,14540.89,Cuenca,Carlos,422e7317-124a-4fcb-9ea8-ce59cb816f82,Equipo 1,Ciudad Celeste,0,Notte,2,PAGO,DEPARTAMENTO
2550,182,158822,20646.86,Naranjito,Maria Jose,5b7bd2b9-18c2-471f-b9b9-8be177e622dc,Equipo 1,Parque Azul,5,Isola,1,PAGO,DEPARTAMENTO
2551,142,167278,20073.36,Machala,Miguel Angel,648dc10c-be30-4c01-a030-d956b0d060a7,Equipo 1,Playa Arenas,2,Spiaggia,3,PAGO,DEPARTAMENTO
2552,124,182258,21870.96,Quito,Maria Carmen,f6740191-cb92-4b22-b8b7-819f5052427a,Equipo 2,Playa Arenas,3,Acqua,2,PAGO,DEPARTAMENTO
2553,118,45647,5021.17,Machala,Juan Carlos,c273babf-839f-4da1-aff5-08ef93e6628d,Equipo 3,Playa Arenas,4,Marinella,2,RESCILIADO,DEPARTAMENTO
2554,145,19798,2375.76,Guayaquil,Miguel Angel,81547266-0a87-47ae-bf13-6be263ec96fd,Equipo 3,Ciudad Celeste,4,Ventto,1,PAGO,VILLA
2555,192,74764,8971.68,Santo Domingo,Miguel Angel,82668709-97e9-4f1e-8df9-d3a3d43cad84,Equipo 3,Ciudad Celeste,4,Isola,2,PAGO,VILLA
2556,151,176127,14090.16,Cuenca,Juan Carlos,1530644c-b460-4e4e-a776-a38c749e6e4f,Equipo 3,Ciudad Celeste,4,Isola,2,PAGO,DEPARTAMENTO
2557,195,12985,1558.2,Naranjito,Maria Jose,16d0e744-b759-4727-b262-646b0ab6ccbc,Equipo 1,Playa Arenas,0,Spiaggia,1,PAGO,VILLA
2558,120,71950,9353.5,Naranjito,Carlos,4bebe73d-3653-4b9d-b8ba-772b3c8e0454,Equipo 3,Playa Arenas,3,Ventto,2,PAGO,VILLA
2559,75,188094,28214.1,Quito,Maria Carmen,21233620-9122-46dd-9f69-fb0d9bb345ab,Equipo 3,Ciudad Celeste,5,Marinella,3,PAGO,VILLA
2560,92,65561,4589.27,Naranjito,Maria Carmen,43a65b4b-d469-49bb-b7b9-4c6a8a7e313e,Equipo 1,Playa Arenas,1,Ventto,3,PAGO,DEPARTAMENTO
2561,110,179096,19700.56,Santo Domingo,Carlos,b30e9293-8613-4e87-9863-8053cb4521f1,Equipo 1,Playa Arenas,5,Ventto,1,PAGO,VILLA
2562,40,52554,6832.02,Santo Domingo,Juan Carlos,44eab784-44b0-48ad-9ec4-ddc351e3d72b,Equipo 1,Ciudad Celeste,5,Isola,1,PAGO,DEPARTAMENTO
2563,60,245470,24547,Guayaquil,Miguel Angel,902d50b1-00d3-4b9d-a9f3-00771750c490,Equipo 1,Playa Arenas,0,Marinella,3,PAGO,VILLA
2564,109,63221,6954.31,Naranjito,Carlos,cbf24427-797c-4734-b785-a7d61c756dde,Equipo 3,Playa Arenas,2,Marinella,3,PAGO,VILLA
2565,59,198218,29732.7,Santo Domingo,Juan Carlos,debd3c31-374f-4d89-bde5-58efce59fc25,Equipo 1,Playa Arenas,5,Ventto,1,PAGO,VILLA
2566,106,10265,1437.1,Guayaquil,Juan Carlos,0bd95738-32ef-4adf-9abd-8e4ab9175c37,Equipo 2,Ciudad Celeste,0,Marinella,2,PAGO,VILLA
2567,121,194575,17511.75,Machala,Maria Fernanda,3cb50ad5-9f4f-4963-ab0a-e5e3aa39fd95,Equipo 2,Parque Azul,4,Acqua,1,RESCILIADO,VILLA
2568,36,125271,8768.97,Cuenca,Maria Jose,98fbf31c-6b17-4ae3-b000-d9c5193c12b8,Equipo 2,Playa Arenas,5,Marinella,2,PAGO,VILLA
2569,152,124473,9957.84,Quito,Maria Carmen,809c11f0-a7a2-4257-a1b0-cc8274e88362,Equipo 3,Playa Arenas,1,Notte,1,PAGO,VILLA
2570,99,211993,12719.58,Cuenca,Maria Jose,c1617fa6-f897-494e-ba97-bdf83c0854e4,Equipo 1,Playa Arenas,3,Notte,1,PAGO,VILLA
2571,122,138211,12438.99,Naranjito,Miguel Angel,6f549fc5-d751-480e-8627-117d2ec32b12,Equipo 3,Parque Azul,0,Isola,3,RESCILIADO,DEPARTAMENTO
2572,84,106838,16025.7,Cuenca,Carlos,a361945f-e210-4cdf-9427-d3e2c3077282,Equipo 3,Parque Azul,3,Notte,1,PAGO,DEPARTAMENTO
2573,145,76438,4586.28,Naranjito,Juan Carlos,55c5c2b0-4e9c-4c48-8c02-b0e089446021,Equipo 2,Ciudad Celeste,2,Marinella,2,PAGO,VILLA
2574,69,196455,9822.75,Quito,Maria Jose,19d23715-d651-4ad1-adf6-deff1a734635,Equipo 2,Ciudad Celeste,2,Marinella,1,PAGO,VILLA
2575,140,33148,2320.36,Quito,Juan Carlos,e7ace0fc-0ece-4279-bf6a-57a962f7c208,Equipo 1,Playa Arenas,2,Isola,3,PAGO,VILLA
2576,84,40888,3271.04,Santo Domingo,Carlos,5f1498dd-d45f-4333-adc0-1cdd06b6b3be,Equipo 2,Parque Azul,5,Spiaggia,3,RESCILIADO,DEPARTAMENTO
2577,42,46303,4630.3,Naranjito,Carlos,b04b555b-619f-4cee-aa58-ae27b1edfdae,Equipo 3,Parque Azul,4,Notte,2,PAGO,DEPARTAMENTO
2578,175,26531,2387.79,Quito,Carlos,7241f927-85df-4104-930c-8d50c4ff060a,Equipo 2,Ciudad Celeste,5,Marinella,3,RESCILIADO,DEPARTAMENTO
